amount,txn_count,distance,ip_risk,failed_logins,fraud
37579,20,5644,32,0,0
92658,19,9925,69,1,1
57663,3,4475,86,1,1
37927,18,4329,26,1,0
68409,15,4577,61,2,1
42178,10,725,48,1,0
28602,25,391,47,0,0
13670,21,6748,38,2,0
26823,21,7770,89,1,0
67947,12,6774,59,2,0
51861,23,6241,78,4,1
91951,3,9327,1,4,0
19209,9,3498,9,2,0
74410,24,4634,30,1,0
45585,6,7237,5,4,0
94038,6,8090,61,1,1
59770,14,8003,92,0,1
35661,3,2501,83,1,0
37793,26,1081,1,0,0
47647,5,1326,34,4,0
79044,25,2986,29,1,0
97020,22,9595,73,2,1
21095,13,7718,20,0,0
64122,5,2494,8,0,0
40968,24,5729,33,4,0
45905,15,2393,17,1,0
56042,22,1402,50,3,0
59104,19,4724,7,4,0
50462,18,600,75,0,0
51098,1,7862,96,4,1
34703,2,8143,21,1,0
67282,20,6644,9,2,0
26615,19,8850,84,0,0
93243,15,4780,29,4,0
64167,13,6545,97,4,1
14947,24,1489,50,3,0
28305,19,1803,12,4,0
38764,28,7042,78,4,0
36179,2,7876,76,1,0
61929,23,6898,3,1,0
36598,14,7548,43,3,0
85511,24,5302,38,0,0
50425,19,9261,74,4,1
45806,29,294,66,0,0
91534,16,4899,37,3,0
60538,4,3802,89,0,1
94578,5,900,22,0,0
61817,17,2254,78,0,1
47531,2,7002,94,3,0
99910,6,4804,82,1,1
28734,9,4902,80,2,0
74776,15,474,56,0,0
77851,19,8121,51,1,0
46055,10,1983,73,2,0
79218,19,6498,63,2,1
69915,21,674,17,1,0
86550,1,1067,57,1,0
96648,16,69,56,3,0
12290,23,6892,90,4,0
55356,21,440,7,0,0
91290,20,2564,43,0,0
68845,7,3079,36,2,0
3643,7,1901,20,0,0
72387,27,5863,49,1,0
51581,4,1195,99,2,0
50630,12,9505,78,0,1
21776,13,4696,15,0,0
63727,22,3918,12,1,0
29351,27,1390,51,4,0
52720,25,6142,55,1,0
13262,28,3817,44,2,0
5137,15,5995,3,2,0
2551,25,5963,56,0,0
16544,28,123,55,2,0
97329,27,5159,57,2,0
42790,2,4090,41,2,0
35832,9,1311,27,4,0
75090,9,9555,42,3,0
31085,27,1846,39,3,0
17138,12,4272,6,3,0
29702,8,6733,19,1,0
20860,12,9978,99,1,0
11260,29,7544,76,2,0
39378,8,3916,70,3,0
52205,2,1433,71,2,0
44253,4,304,87,2,0
88894,13,1169,32,1,0
70879,22,6525,12,0,0
9988,20,9614,64,2,0
80731,26,1321,81,3,0
18007,19,6145,41,4,0
85691,2,600,79,0,0
42224,7,9196,63,2,0
35865,15,5530,1,2,0
29613,1,7235,49,1,0
9629,21,7771,57,1,0
89971,2,4591,13,4,0
36019,8,3016,54,1,0
3674,1,7839,76,0,0
32328,9,560,18,2,0
38433,20,5651,90,1,0
73072,29,1710,53,1,0
67328,4,9438,17,4,0
16475,24,9183,91,1,0
88248,12,8183,1,2,0
2665,14,4791,38,0,0
24791,6,1032,90,3,0
77466,16,4091,83,0,1
23367,24,5130,52,1,0
4997,4,3311,61,3,0
30130,18,1878,32,2,0
31158,8,3265,35,4,0
26479,12,7291,58,2,0
6690,9,7659,49,3,0
69453,22,1071,32,2,0
37599,21,7671,32,4,0
73923,11,632,38,1,0
15952,2,4875,59,3,0
41608,9,6193,19,4,0
70931,9,6155,73,0,1
13313,9,3286,40,2,0
67639,16,9980,71,3,1
69308,13,7459,24,4,0
151,16,4391,68,4,0
28591,17,2113,62,0,0
47461,6,1355,43,1,0
16267,25,7847,28,3,0
50828,20,9757,23,4,0
64179,21,9328,45,1,0
94536,22,1625,15,4,0
73165,14,7770,85,4,1
69583,28,4915,38,3,0
67899,13,3816,66,3,1
65034,19,1230,30,0,0
9045,11,688,83,2,0
86357,11,2713,68,1,1
41494,13,484,63,1,0
17504,22,6467,80,1,0
48459,24,3347,46,0,0
11256,1,7878,27,3,0
92856,20,66,5,0,0
21495,14,6226,63,1,0
82604,7,6686,82,2,1
57203,21,7671,29,4,0
72654,22,974,57,2,0
58886,24,4330,60,3,0
54941,3,7330,45,1,0
49253,15,6844,96,4,0
48163,17,7904,52,2,0
21640,11,3169,25,4,0
2699,21,2236,98,2,0
958,9,5381,89,1,0
58870,4,7472,16,1,0
18936,1,6623,25,4,0
25380,7,1160,19,0,0
77266,9,6118,41,1,0
23333,4,8178,92,0,0
61451,5,7680,85,4,1
15711,11,8236,86,0,0
11440,22,4724,61,2,0
83135,22,8843,85,3,1
90552,7,3376,14,0,0
75182,13,449,34,0,0
12936,9,2183,14,1,0
819,19,6757,46,2,0
73385,8,4888,67,3,1
96356,2,2157,9,3,0
76141,10,4140,48,0,0
2299,21,5354,95,1,0
16844,24,8402,12,2,0
13994,9,3944,89,0,0
33745,16,4796,68,4,0
81746,28,6271,8,0,0
40432,27,6546,18,4,0
90169,14,8331,86,3,1
96884,19,4320,14,1,0
59328,6,2162,57,3,0
80622,13,5352,74,3,1
8046,3,4303,8,3,0
99870,21,6237,24,2,0
84292,20,4537,80,0,1
43074,17,3643,31,1,0
21701,12,5180,52,4,0
11346,27,9356,13,4,0
6406,28,8093,31,4,0
12463,19,190,59,4,0
90188,6,7004,79,4,1
41656,22,9548,13,1,0
28113,11,6492,14,0,0
35707,21,3514,63,1,0
1235,22,2248,21,4,0
36970,26,1549,80,4,0
19315,15,3063,44,4,0
97672,14,7211,84,3,1
626,24,9388,90,0,0
14756,3,1655,70,1,0
96211,27,5025,80,3,1
41833,19,8735,66,1,0
93517,28,2884,65,1,1
73744,26,7874,52,3,0
57828,7,1239,90,2,0
13149,10,2817,75,1,0
51441,14,1223,23,2,0
55801,28,411,56,1,0
57354,19,9070,19,3,0
73762,15,7301,72,4,1
35271,7,4402,46,1,0
45743,10,3583,14,0,0
42689,5,7233,65,0,0
1185,20,8646,62,2,0
41696,13,4875,72,4,0
26925,2,2350,81,2,0
6203,23,7359,29,1,0
83269,16,6809,72,4,1
78588,10,3095,34,2,0
54741,21,5280,29,0,0
40485,25,9797,8,1,0
20425,14,9393,16,4,0
64749,10,132,44,2,0
48363,15,6517,55,2,0
96338,8,51,9,0,0
99147,12,6031,68,4,1
65715,26,2967,77,0,1
37404,22,8411,52,4,0
66230,7,141,78,4,0
46885,14,5172,14,0,0
6189,7,2553,28,1,0
73698,17,8507,52,3,0
20656,18,2947,37,0,0
30412,24,4808,35,1,0
36740,12,1162,81,2,0
92124,27,8457,77,3,1
87202,20,9495,30,2,0
86414,9,1159,16,1,0
17628,5,3718,65,2,0
48723,28,9362,88,4,0
94788,10,9645,86,3,1
4313,14,3467,83,1,0
68383,8,6172,40,1,0
97238,28,3420,60,3,0
91763,21,561,36,3,0
34557,24,2424,90,0,0
58024,17,4273,98,1,1
76184,23,1543,77,3,0
6721,11,8543,67,2,0
46629,16,2563,56,0,0
52179,20,6277,98,0,1
96665,29,9957,67,2,1
30238,15,5168,64,1,0
69176,9,1480,22,2,0
50457,5,8849,78,0,1
91583,17,6422,48,4,0
62573,18,8940,80,1,1
87956,7,2206,19,3,0
63290,8,4817,21,1,0
2908,28,3604,20,1,0
64609,12,2168,97,0,1
42236,21,5892,4,0,0
83186,24,2842,79,1,1
59711,7,160,76,2,0
85783,9,334,13,3,0
27663,1,1363,30,3,0
16421,18,3981,93,3,0
43935,28,2525,86,3,0
94308,11,7202,34,0,0
99111,6,5278,84,1,1
60850,7,2162,29,1,0
44599,15,8801,53,0,0
71075,20,2365,57,4,0
71119,24,246,37,3,0
98680,29,5102,74,3,1
36921,29,6074,14,1,0
18201,13,7314,54,3,0
59768,21,5715,16,3,0
92775,19,9527,15,0,0
71891,15,3216,20,0,0
88360,5,9914,39,4,0
13903,4,9465,68,4,0
84898,21,8728,53,2,0
20425,12,8626,12,2,0
95295,8,5061,6,2,0
57672,1,2197,84,0,1
65354,15,9437,8,1,0
42437,26,5005,13,0,0
78162,23,8886,63,2,1
15399,1,1903,76,0,0
42499,11,6296,7,0,0
68156,1,3715,28,2,0
88772,14,4774,91,2,1
2351,10,4662,98,3,0
6521,13,8208,13,3,0
86471,11,2647,78,2,1
19390,19,4310,57,0,0
19496,17,1569,19,3,0
27222,6,7311,97,2,0
7188,11,4769,41,4,0
61954,1,6098,6,3,0
54052,15,4830,68,1,1
2894,5,7613,11,2,0
13118,4,1098,97,2,0
91337,8,161,19,1,0
24986,11,8419,17,1,0
10214,22,2339,85,0,0
18085,1,3719,20,2,0
83945,23,2916,21,2,0
85521,3,7275,16,2,0
27946,2,8634,1,2,0
50154,24,9413,85,3,1
51573,24,1018,32,4,0
7812,10,4681,49,0,0
6724,7,196,28,4,0
46915,12,6992,55,1,0
32625,7,1058,88,1,0
26739,9,421,41,0,0
46305,8,7640,84,3,0
16993,18,1860,48,3,0
70697,3,9106,18,2,0
48105,22,7893,61,2,0
74883,12,9216,5,2,0
51250,7,6445,35,1,0
36592,26,3459,29,1,0
30975,23,7281,6,2,0
89609,22,6979,46,1,0
40633,29,572,54,4,0
45480,10,4981,9,4,0
68016,10,1518,95,0,0
61389,3,9063,33,0,0
11499,14,5858,8,2,0
30925,7,9805,54,4,0
43218,11,6650,14,2,0
15205,2,3261,17,0,0
83347,27,8584,56,0,0
26722,18,9498,95,4,0
48809,9,8957,90,2,0
97839,9,6063,14,0,0
24436,1,7839,62,4,0
26547,2,6701,18,2,0
72182,13,4595,68,2,1
17045,25,7334,95,3,0
84391,24,6975,7,1,0
18739,27,9093,87,3,0
60739,24,5657,45,3,0
18806,7,7098,81,1,0
77491,7,1170,1,2,0
28024,28,3998,11,4,0
69532,25,8067,30,4,0
24199,23,1142,72,3,0
15893,7,3743,29,2,0
84231,13,361,73,4,0
80982,3,1625,89,3,0
51008,11,5120,11,0,0
65120,26,6976,80,1,1
63618,4,2314,26,3,0
43169,9,6665,71,1,0
91771,12,7484,84,4,1
65027,19,8483,43,4,0
73686,8,5332,8,1,0
62022,10,4429,70,4,1
41744,19,9990,33,4,0
3671,25,4954,81,2,0
79954,20,355,38,4,0
2874,13,605,53,1,0
82373,27,5435,50,0,0
96637,3,868,47,4,0
77473,20,8788,5,1,0
61875,25,3755,28,2,0
44489,10,7700,99,2,0
95257,2,3961,24,0,0
47359,18,4575,55,0,0
96877,21,5178,34,4,0
52430,11,4491,33,1,0
21137,29,4542,1,4,0
99233,23,8009,56,0,0
87929,22,1226,63,3,0
16263,29,7348,46,4,0
36864,15,9691,25,3,0
78140,9,6085,36,4,0
90451,2,5306,48,1,0
69093,16,3229,97,2,1
81106,11,1898,81,3,0
45780,4,2721,78,2,0
87932,28,7687,36,1,0
14036,4,8415,83,1,0
88404,6,4487,12,0,0
51797,2,949,33,0,0
84073,2,8934,9,2,0
84979,25,8175,93,3,1
60698,8,3866,38,2,0
72231,27,5610,14,4,0
34651,15,8295,71,1,0
93430,2,1062,13,1,0
40463,24,3998,70,0,0
16591,23,6295,74,0,0
15313,15,2040,36,0,0
66402,1,3528,3,0,0
77394,6,9029,51,0,0
22219,29,4835,82,4,0
97586,16,3769,97,1,1
68086,5,2034,67,3,1
38887,11,1308,96,0,0
33843,9,4940,22,4,0
99832,1,696,29,4,0
63371,10,9391,13,2,0
8365,9,3478,27,2,0
11950,14,4426,33,1,0
24818,26,7051,38,2,0
16106,1,202,21,2,0
9202,4,5126,42,1,0
84179,18,1330,30,4,0
25482,20,6028,98,2,0
62639,12,4824,4,3,0
49749,16,6211,87,4,0
36844,21,1608,81,2,0
99094,24,7248,57,3,0
96529,14,750,38,3,0
52816,16,5759,41,1,0
44505,27,2378,84,1,0
52483,24,6410,40,0,0
88349,22,865,6,1,0
90668,8,8537,95,1,1
21600,4,788,28,0,0
95435,23,4908,23,0,0
914,13,8336,90,1,0
50468,17,4471,37,3,0
75117,26,7718,44,1,0
10777,17,5939,52,3,0
91550,13,562,57,1,0
89436,23,4665,54,1,0
12139,10,2239,9,3,0
5339,18,6975,72,2,0
56550,9,9097,95,0,1
57495,12,2622,8,4,0
21264,21,1773,63,0,0
32338,25,9142,19,2,0
7313,10,2417,93,1,0
83604,23,6985,56,0,0
89242,25,6412,11,0,0
96521,28,9224,74,0,1
78354,4,893,50,2,0
85100,9,6467,53,1,0
58065,3,4241,53,3,0
24789,15,3347,86,3,0
72723,9,9765,75,1,1
48675,22,804,5,1,0
74897,8,4183,35,0,0
44800,9,3094,63,1,0
90163,8,326,55,4,0
42564,19,1441,74,0,0
74783,12,8747,93,0,1
98215,29,8141,5,3,0
51288,7,9390,57,3,0
36497,10,8964,67,0,0
41530,27,7630,61,4,0
42086,3,3234,88,0,0
27055,8,4873,28,3,0
4853,10,5929,70,0,0
96077,25,2381,54,3,0
20164,21,2402,56,3,0
45300,10,2007,44,2,0
17893,3,910,41,1,0
630,16,2561,2,2,0
83557,26,2782,51,1,0
58742,10,2512,13,1,0
1947,8,1976,50,4,0
37436,27,7164,21,0,0
57941,6,2217,93,1,1
61958,27,4810,74,2,1
98077,28,7972,10,1,0
14344,16,7949,75,1,0
11216,19,1382,56,4,0
23967,4,1209,54,4,0
65334,5,3342,95,3,1
89695,4,7891,42,0,0
69754,23,496,4,0,0
51999,18,1983,61,0,0
81554,19,1234,6,2,0
41624,12,1305,99,0,0
49384,1,6408,39,2,0
33717,14,3963,73,4,0
70490,4,1900,93,0,0
22427,13,6337,3,1,0
48636,16,7796,84,1,0
32052,10,1223,59,1,0
76119,27,9782,62,0,1
37356,9,6951,75,0,0
8401,2,8458,24,2,0
99358,11,9542,32,4,0
15774,3,7096,41,2,0
88668,17,5059,34,3,0
35387,6,7914,11,2,0
85907,24,6418,27,0,0
88440,27,2931,34,0,0
88733,16,566,18,2,0
30459,1,4358,19,2,0
38670,27,9413,52,0,0
75448,28,5252,88,3,1
23200,17,532,80,1,0
50797,19,4505,57,2,0
41676,7,4015,84,0,0
53606,15,7400,36,1,0
49645,2,3278,8,2,0
59373,25,8818,79,4,1
7609,13,9358,74,3,0
77010,8,8974,31,4,0
96894,21,2275,58,0,0
6899,4,4675,19,0,0
85542,4,6105,60,3,0
23406,19,3382,17,1,0
7547,17,3888,84,2,0
56943,14,7316,54,1,0
43186,26,4705,30,0,0
47334,26,4246,14,4,0
61589,16,7408,98,1,1
57404,27,9568,28,0,0
17499,16,81,87,1,0
95298,25,6842,96,4,1
55910,8,3515,2,2,0
35220,5,9501,17,1,0
53196,22,6406,62,2,1
97093,23,5388,12,0,0
88057,27,4696,76,4,1
46965,13,9327,80,3,0
74479,17,417,86,1,0
54425,16,3867,83,0,1
55813,24,5868,36,3,0
76426,6,1354,65,4,0
49931,7,3621,67,2,0
80352,23,1485,47,2,0
57335,14,9205,13,3,0
47611,29,6377,3,2,0
88813,1,7217,58,4,0
59569,1,1400,31,3,0
87862,26,5321,24,4,0
39311,19,6953,74,2,0
62927,14,4136,48,0,0
5735,6,6252,60,1,0
19722,5,5738,96,2,0
56105,14,1307,54,1,0
65135,8,7312,52,1,0
20715,9,813,93,3,0
91956,19,7569,65,2,1
79575,29,1294,17,4,0
58304,2,3391,33,4,0
15496,7,5550,24,4,0
27368,29,5685,88,1,0
88770,28,4984,73,2,1
37887,10,2578,36,1,0
71223,26,9469,32,4,0
27923,18,4935,65,3,0
83332,18,4100,84,4,1
94300,6,6019,6,4,0
25210,7,5181,65,4,0
4752,19,4452,88,4,0
45730,29,365,96,0,0
99718,23,5273,91,4,1
37571,27,5132,4,1,0
78781,3,2705,73,4,1
54988,21,2489,98,2,1
16511,16,8208,21,4,0
12870,10,4662,32,1,0
59529,6,3954,38,3,0
59696,14,8437,77,3,1
39832,27,7068,3,1,0
12797,22,3880,66,3,0
88277,28,2268,89,1,1
76624,15,4482,42,1,0
73409,29,4588,44,0,0
71135,2,9019,86,1,1
88691,20,666,16,4,0
93903,23,554,37,4,0
56535,22,2854,17,4,0
48122,17,957,49,4,0
30384,22,3775,7,4,0
64361,29,1936,3,0,0
74898,21,9714,94,3,1
55821,10,736,23,2,0
79076,3,1273,71,2,0
91975,17,9015,4,1,0
23752,21,3650,31,2,0
63353,10,3572,94,0,1
36534,14,9914,61,0,0
44483,25,1129,81,4,0
74928,6,2626,32,1,0
74139,6,5849,67,1,1
19221,22,3878,3,4,0
1531,22,1776,39,3,0
31295,16,9521,34,3,0
4074,18,4678,92,1,0
12736,4,6286,69,0,0
5066,8,3727,83,2,0
41582,20,2999,36,1,0
66545,26,4134,89,1,1
84580,8,5697,1,2,0
29752,29,4490,50,3,0
16319,17,8737,72,1,0
68733,10,3506,61,0,1
22044,2,5474,70,3,0
56790,28,5836,48,1,0
23278,12,8805,59,2,0
57819,6,921,21,1,0
99847,9,1546,59,4,0
10372,5,4688,63,4,0
75336,29,914,93,4,0
28725,28,3626,47,2,0
20221,28,8531,57,4,0
17278,27,899,16,3,0
13362,8,2033,65,4,0
76888,8,4571,51,2,0
48007,10,8247,35,3,0
11091,24,7257,84,4,0
53335,13,4853,81,0,1
99667,28,7281,95,2,1
43875,20,7352,63,3,0
13131,20,233,54,0,0
67664,26,7927,10,2,0
91860,24,3341,29,1,0
68049,27,5419,10,1,0
29755,1,3598,99,4,0
99333,17,7573,96,2,1
47773,15,1690,64,0,0
56028,11,8918,34,0,0
99062,22,2898,37,1,0
12391,15,9771,27,2,0
68841,13,3434,56,0,0
82897,4,3060,96,3,1
42668,11,9410,27,1,0
90941,8,384,21,4,0
13483,1,3430,58,4,0
26540,28,7174,87,3,0
63583,26,5705,12,2,0
99095,26,1740,70,3,0
19607,5,4725,3,1,0
99691,10,8768,42,2,0
59616,9,4955,96,3,1
27749,19,4577,85,0,0
31150,1,942,59,2,0
46816,7,9026,15,3,0
16860,15,90,40,4,0
9357,19,9251,41,4,0
10396,6,5576,96,3,0
35885,23,7812,48,3,0
34441,9,3927,5,4,0
75689,17,1233,89,4,0
65012,14,6882,90,2,1
85117,28,3074,92,1,1
30969,7,2052,38,3,0
80041,9,4404,31,1,0
39303,26,2972,5,2,0
58029,18,5817,97,4,1
14728,8,3478,52,0,0
68448,13,634,28,2,0
91961,21,2769,69,1,1
26100,4,1927,89,4,0
74379,8,4139,73,2,1
53526,9,607,32,3,0
37890,17,5735,58,2,0
5249,21,6323,37,1,0
43909,24,3808,25,2,0
90736,6,3174,66,1,1
62427,5,3339,88,4,1
48961,8,3183,44,2,0
21048,23,1605,2,4,0
84628,26,7650,75,3,1
74414,9,4550,34,1,0
8402,5,2912,60,3,0
55120,17,555,9,1,0
2634,19,3294,20,0,0
84367,29,6179,23,1,0
45898,23,9018,57,3,0
47779,19,4465,62,4,0
97339,21,7289,50,2,0
99167,4,3451,68,0,1
85739,2,8413,23,2,0
78919,14,6550,9,1,0
74526,25,5530,1,3,0
8399,5,8617,63,3,0
32787,2,7733,86,2,0
92580,15,1856,88,3,0
83617,18,849,71,1,0
96272,20,9844,74,0,1
66324,22,6307,81,3,1
63311,20,9322,50,3,0
86228,12,991,82,2,0
45912,1,9419,98,2,0
58007,1,2888,51,1,0
80196,29,7973,30,0,0
87918,21,2693,66,4,1
40994,18,1498,25,3,0
39921,5,6715,56,1,0
12567,2,8004,12,2,0
24590,9,202,91,1,0
2690,22,7861,6,0,0
67584,21,3964,54,3,0
44993,21,5888,55,1,0
5393,20,2292,60,2,0
42070,8,1042,22,0,0
36489,25,7456,15,4,0
11037,26,8973,97,1,0
85448,6,7169,39,2,0
25223,9,2591,6,0,0
44116,20,2258,22,3,0
79788,14,2913,91,4,1
57700,12,6153,5,1,0
90988,13,8924,77,4,1
92254,10,7850,22,3,0
87225,5,8564,39,3,0
16685,26,89,53,3,0
75824,15,8380,6,3,0
94959,19,5600,75,0,1
46309,23,4367,64,3,0
28046,10,1553,98,3,0
5371,10,116,30,2,0
27286,28,6373,3,4,0
90239,12,3534,11,4,0
22447,15,5971,48,3,0
23850,18,5208,6,1,0
83798,4,374,51,2,0
76093,12,1574,11,3,0
20928,20,1546,26,2,0
46366,12,4375,85,1,0
59372,24,607,25,0,0
88589,29,5052,67,4,1
17067,14,8848,18,2,0
63689,20,7797,46,4,0
51472,4,3551,20,2,0
63189,1,167,44,0,0
23139,4,7343,31,2,0
53258,6,4559,47,0,0
35165,13,2615,88,4,0
720,11,5508,71,3,0
51055,27,7117,54,3,0
64883,6,1038,58,3,0
41544,9,4899,10,0,0
71757,12,1351,18,2,0
46002,7,7148,86,4,0
44380,24,8118,30,3,0
59361,29,4138,89,4,1
90517,9,2910,39,0,0
9022,25,2026,37,4,0
2866,19,6762,8,0,0
88686,28,1686,98,2,0
56368,11,3727,38,0,0
44373,24,6059,22,2,0
57073,2,1085,32,0,0
89357,6,7209,25,1,0
3822,14,4393,71,0,0
13329,27,5718,48,1,0
4152,6,3825,65,1,0
23070,14,7844,27,0,0
62234,6,2015,81,4,1
14112,4,4693,27,0,0
61811,3,5304,99,4,1
18016,25,1441,23,2,0
27718,16,9706,59,0,0
81012,7,9037,92,2,1
64813,7,2328,38,0,0
51228,12,4900,99,1,1
36063,16,9180,96,1,0
99310,20,7199,85,4,1
11866,19,4419,76,2,0
48779,14,5302,41,0,0
68059,17,1574,36,2,0
48655,25,3394,81,1,0
15264,20,8996,54,0,0
18468,18,4,55,2,0
72892,23,8693,22,1,0
98300,17,6715,57,3,0
52399,16,9488,81,4,1
68546,15,3349,66,1,1
71466,10,8121,4,2,0
71116,4,6371,63,2,1
68445,18,7930,51,2,0
4091,2,827,2,1,0
17901,23,6799,76,2,0
5236,18,1038,81,3,0
7646,16,23,34,1,0
71923,2,1406,71,0,0
55719,11,8768,71,1,1
41511,17,8317,61,2,0
25582,15,8622,64,0,0
32581,18,7664,76,1,0
78782,22,3224,66,0,1
29664,14,7705,3,4,0
4633,19,1642,54,3,0
10733,2,7056,46,4,0
114,16,1675,34,3,0
55809,3,1481,82,2,0
40231,6,4211,33,2,0
83705,4,1687,63,1,0
57952,28,2783,93,4,1
44569,6,2073,98,3,0
36332,28,7764,29,3,0
16192,13,5878,55,0,0
93416,20,3837,13,1,0
48626,15,1042,50,1,0
99258,11,2027,68,0,1
96558,18,240,12,4,0
64236,27,6133,45,2,0
47446,27,5711,45,4,0
58099,13,1257,32,4,0
39818,9,8658,28,4,0
12877,1,8309,50,2,0
80965,27,196,67,0,0
81389,28,1275,83,1,0
77127,25,6763,3,0,0
58794,26,8811,18,3,0
73809,14,1567,93,0,0
51462,17,7231,52,4,0
2043,10,4638,29,1,0
16739,7,9244,18,0,0
18740,11,1892,46,3,0
52716,13,9968,97,2,1
93931,18,5819,61,1,1
31401,29,5004,9,0,0
47508,19,8721,54,3,0
96259,3,2353,54,4,0
56943,28,1752,98,3,0
71160,16,8072,28,1,0
35570,4,2906,79,3,0
61507,11,6655,4,0,0
88364,3,137,2,2,0
74845,21,3141,74,3,1
39537,14,5005,16,0,0
64769,17,3811,65,0,1
4253,24,3377,89,1,0
3900,14,993,17,2,0
98797,6,3687,89,4,1
17665,2,2066,88,0,0
46747,27,3130,27,4,0
8778,23,9575,47,2,0
47653,3,7808,57,1,0
51442,16,7265,47,3,0
62154,7,2973,49,2,0
53971,5,1346,87,1,0
94122,28,8645,47,3,0
31757,22,2065,84,3,0
29163,15,354,49,4,0
42623,13,6045,72,2,0
93714,13,9049,49,4,0
65350,29,2069,71,4,1
30639,4,8344,32,2,0
52803,27,4192,96,1,1
87214,14,3666,5,2,0
55641,3,7883,42,1,0
97619,17,1162,82,3,0
69726,26,5691,88,2,1
35849,2,3555,17,0,0
18873,23,5730,88,3,0
45740,14,3714,85,1,0
4222,5,455,22,3,0
57457,2,4375,44,1,0
66620,1,8051,79,0,1
30368,21,6839,71,3,0
61845,8,8076,79,0,1
1925,12,3111,78,2,0
27368,4,8959,15,2,0
74832,10,3010,60,3,0
76921,12,2911,83,2,1
96312,3,6656,70,1,1
97467,13,8763,91,0,1
31408,23,9486,51,2,0
14513,16,6154,84,3,0
25885,2,6862,53,3,0
66933,26,358,7,4,0
47301,15,241,45,0,0
51078,20,3559,21,0,0
4547,12,138,23,3,0
4949,15,7168,55,2,0
61077,6,5516,31,1,0
39960,2,1193,10,3,0
51758,25,334,3,0,0
60164,7,1796,39,1,0
89522,16,3238,4,3,0
14299,23,470,86,0,0
56912,2,5984,70,0,1
47979,18,181,5,4,0
20626,10,3624,7,3,0
90049,25,9756,43,4,0
73490,17,5974,54,1,0
18046,8,1414,75,4,0
88524,26,3655,22,2,0
64472,22,6099,97,0,1
16665,14,2668,41,3,0
48076,20,9177,98,4,0
15172,13,3306,40,4,0
50703,17,9406,44,1,0
52382,25,2271,11,0,0
81696,14,8502,34,2,0
52663,7,6718,57,2,0
66752,20,1157,76,4,0
43526,20,1829,60,0,0
49139,9,2346,61,1,0
61488,16,3006,84,4,1
32796,4,6629,77,0,0
19046,5,7088,19,3,0
38838,17,6610,87,1,0
21888,19,4650,29,1,0
7924,25,7800,31,3,0
83022,16,9012,39,3,0
76737,3,5360,51,3,0
9715,2,6670,90,3,0
79117,19,6354,43,0,0
246,20,317,94,1,0
2694,3,8504,40,4,0
88297,20,436,24,1,0
59743,7,4619,36,3,0
68002,16,9669,88,0,1
29139,15,7909,97,3,0
7769,22,1897,61,4,0
88712,22,2662,35,3,0
48041,16,6108,80,2,0
96600,3,9941,30,2,0
36226,20,4079,19,1,0
29450,27,365,54,2,0
13746,12,5871,78,0,0
58184,20,4746,19,1,0
8961,25,9048,74,1,0
18377,3,1843,71,2,0
63597,1,8107,55,4,0
4115,13,4307,51,4,0
7926,18,6784,2,2,0
65789,6,788,23,3,0
20742,11,8840,57,1,0
14550,19,8192,88,4,0
28894,4,2887,69,1,0
4258,29,3462,78,1,0
32101,25,479,77,3,0
90448,28,4044,35,0,0
27233,5,2325,1,3,0
11331,26,3329,13,0,0
84783,7,2039,51,2,0
95229,4,9534,26,2,0
82383,23,9260,81,1,1
56043,14,618,62,2,0
51234,15,194,96,4,0
45262,17,527,33,2,0
97878,13,9975,86,3,1
29838,18,2674,74,0,0
61168,25,5102,30,1,0
1734,2,94,83,4,0
16572,2,2551,86,1,0
56643,11,2435,41,1,0
26307,11,7154,63,0,0
61362,4,8011,50,4,0
29330,3,2023,17,3,0
53339,16,8296,3,3,0
46084,10,6786,39,2,0
90738,7,3437,57,1,0
65996,6,4600,57,3,0
13850,20,2174,84,2,0
3614,7,2920,94,1,0
18417,10,8498,18,1,0
28055,5,8863,84,1,0
87073,13,2673,50,4,0
62260,28,5135,90,3,1
23103,10,9310,35,1,0
72238,6,9825,70,4,1
92266,22,8711,66,3,1
70756,23,6745,18,3,0
34262,22,3677,10,4,0
38558,27,235,69,1,0
17483,23,8326,1,0,0
21963,11,1112,10,3,0
14970,16,2917,16,3,0
72226,5,9601,51,1,0
70370,14,6755,38,4,0
12194,17,9778,12,4,0
15532,12,6708,9,2,0
5412,22,3823,10,3,0
50056,20,9606,58,4,0
98195,11,7429,6,1,0
2520,1,4318,21,1,0
27828,27,8707,60,4,0
49189,29,228,34,4,0
97165,1,956,90,0,0
83549,4,2663,14,1,0
81764,21,7446,80,4,1
91129,18,7132,86,0,1
